gap_id,change_type,field,old_value,new_value,changed_by,changed_at
66b6fbe4-fad7-4646-bbd4-89bc4a71266c,create,,,,יובל.שגיא@kalag.test,2026-08-15 09:51:00
66b6fbe4-fad7-4646-bbd4-89bc4a71266c,update,priority,נמוך,בינוני,נועה.אבידן@kalag.test,2026-08-16 19:51:00
f368b024-08ee-4f89-ac3e-355f5ca58379,create,,,,יובל.שגיא@kalag.test,2026-04-14 07:45:00
f368b024-08ee-4f89-ac3e-355f5ca58379,update,note,,דחוף לטפל השבוע,נועה.אבידן@kalag.test,2026-05-25 11:45:00
f368b024-08ee-4f89-ac3e-355f5ca58379,update,room_number,,408,מאיה.לוי@kalag.test,2026-08-03 08:45:00
077876e1-0d5d-4934-87f0-aff1ffd50c33,create,,,,דניאל.כהן@kalag.test,2026-09-11 20:22:00
077876e1-0d5d-4934-87f0-aff1ffd50c33,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-09-12 20:22:00
fb15f42a-25cd-4bd8-84e3-48d3060b9bc2,create,,,,נועה.אבידן@kalag.test,2026-05-18 10:58:00
fb15f42a-25cd-4bd8-84e3-48d3060b9bc2,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-05-30 16:58:00
612f4971-3f18-434c-aff0-6f34ecdf8a62,create,,,,מאיה.לוי@kalag.test,2026-08-18 06:16:00
890c413a-f3ca-4a84-b559-5a152bad85f1,create,,,,נועה.אבידן@kalag.test,2026-04-02 18:39:00
890c413a-f3ca-4a84-b559-5a152bad85f1,update,status,טרם הועלה,בטיפול,נועה.אבידן@kalag.test,2026-04-04 18:39:00
890c413a-f3ca-4a84-b559-5a152bad85f1,update,note,,מחכים לאישור תקציב,מאיה.לוי@kalag.test,2026-08-12 03:39:00
344179c9-c898-4c4b-9fca-0c2ba3589fab,create,,,,דניאל.כהן@kalag.test,2026-04-01 14:23:00
344179c9-c898-4c4b-9fca-0c2ba3589fab,update,status,טרם הועלה,בטיפול,יובל.שגיא@kalag.test,2026-04-10 18:23:00
66db19b0-9b06-4fd3-b4da-848d120b6a22,create,,,,עידו.פרץ@kalag.test,2026-04-16 08:02:00
07116061-7487-48d5-bf34-4da334daf584,create,,,,טל.רוזן@kalag.test,2026-04-30 17:30:00
07116061-7487-48d5-bf34-4da334daf584,update,priority,גבוה,בינוני,נועה.אבידן@kalag.test,2026-05-17 04:30:00
07116061-7487-48d5-bf34-4da334daf584,update,note,,הדשא ליד פינת הישיבה,מאיה.לוי@kalag.test,2026-06-20 17:30:00
ab874008-3b88-4334-92c5-f2327a76a802,create,,,,יובל.שגיא@kalag.test,2026-08-16 12:52:00
ab874008-3b88-4334-92c5-f2327a76a802,update,status,טרם הועלה,בטיפול,דניאל.כהן@kalag.test,2026-08-24 14:52:00
ab874008-3b88-4334-92c5-f2327a76a802,update,status,בטיפול,טופל,מאיה.לוי@kalag.test,2026-09-06 19:52:00
ab874008-3b88-4334-92c5-f2327a76a802,update,priority,גבוה,בינוני,עידו.פרץ@kalag.test,2026-09-12 22:52:00
7b0e9885-cf91-40a7-8221-572751f68c66,create,,,,עידו.פרץ@kalag.test,2026-06-26 17:31:00
3508f0de-0e0f-4b95-a1b0-7802ad6bd095,create,,,,מאיה.לוי@kalag.test,2026-04-10 17:27:00
3508f0de-0e0f-4b95-a1b0-7802ad6bd095,update,opened_by_phone,,054-5787133,נועה.אבידן@kalag.test,2026-07-10 02:27:00
6274e6af-b2ab-442e-bf63-f37ceef81cc5,create,,,,דניאל.כהן@kalag.test,2026-04-24 18:03:00
8c76965e-fc2f-4e87-a780-9371134026ff,create,,,,טל.רוזן@kalag.test,2026-06-20 14:51:00
8c76965e-fc2f-4e87-a780-9371134026ff,update,opened_by_phone,,058-9973763,טל.רוזן@kalag.test,2026-06-28 17:51:00
8c76965e-fc2f-4e87-a780-9371134026ff,update,opened_by_name,,איתי ביטון,נועה.אבידן@kalag.test,2026-09-06 00:51:00
a7aaa5b2-fc03-4353-9951-7291a2c225aa,create,,,,דניאל.כהן@kalag.test,2026-05-16 12:36:00
a7aaa5b2-fc03-4353-9951-7291a2c225aa,update,status,טרם הועלה,בטיפול,טל.רוזן@kalag.test,2026-05-26 13:36:00
a7aaa5b2-fc03-4353-9951-7291a2c225aa,update,note,,השביל מול חדר האוכל,עידו.פרץ@kalag.test,2026-06-02 20:36:00
a7aaa5b2-fc03-4353-9951-7291a2c225aa,update,status,בטיפול,טופל,עידו.פרץ@kalag.test,2026-06-03 15:36:00
af8ad8aa-8069-464b-9473-f133b02e9e8a,create,,,,עידו.פרץ@kalag.test,2026-05-17 07:16:00
af8ad8aa-8069-464b-9473-f133b02e9e8a,update,note,,צריך להזמין קבלן חיצוני,טל.רוזן@kalag.test,2026-08-03 11:16:00
9bec1b59-ae7a-41cf-9687-9fab7aeba388,create,,,,טל.רוזן@kalag.test,2026-08-01 17:59:00
9bec1b59-ae7a-41cf-9687-9fab7aeba388,update,opened_by_phone,,054-8723430,מאיה.לוי@kalag.test,2026-08-14 05:59:00
ab0fa386-a1a3-40dd-8b1a-313a0a8a0451,create,,,,נועה.אבידן@kalag.test,2026-05-07 15:23:00
ab0fa386-a1a3-40dd-8b1a-313a0a8a0451,update,status,טרם הועלה,בטיפול,מאיה.לוי@kalag.test,2026-05-20 19:23:00
ab0fa386-a1a3-40dd-8b1a-313a0a8a0451,update,status,בטיפול,טופל,דניאל.כהן@kalag.test,2026-05-30 19:23:00
0558a729-e3c1-4330-b138-092c136fe6dc,create,,,,נועה.אבידן@kalag.test,2026-04-13 14:26:00
0558a729-e3c1-4330-b138-092c136fe6dc,update,opened_by_name,,רחל אברהם,דניאל.כהן@kalag.test,2026-07-04 00:26:00
02638259-c482-4583-b08a-a7d1e8d34c81,create,,,,טל.רוזן@kalag.test,2026-03-31 18:35:00
02638259-c482-4583-b08a-a7d1e8d34c81,update,opened_by_name,,יוסי כהן,דניאל.כהן@kalag.test,2026-08-06 18:35:00
9d08114e-b865-4eab-8225-842b4979b181,create,,,,טל.רוזן@kalag.test,2026-07-12 08:20:00
